framework,version,algorithm,run,time_s,repetition,dataset_size
c,naive,2mm,1,0.004820,1,MEDIUM
c,naive,2mm,2,0.004820,1,MEDIUM
c,naive,2mm,3,0.004824,1,MEDIUM
c,naive,2mm,4,0.004825,1,MEDIUM
c,naive,2mm,5,0.004834,1,MEDIUM
c,naive,3mm,1,0.008048,1,MEDIUM
c,naive,3mm,2,0.008069,1,MEDIUM
c,naive,3mm,3,0.008078,1,MEDIUM
c,naive,3mm,4,0.008068,1,MEDIUM
c,naive,3mm,5,0.008112,1,MEDIUM
c,naive,adi,1,0.078014,1,MEDIUM
c,naive,adi,2,0.077492,1,MEDIUM
c,naive,adi,3,0.077467,1,MEDIUM
c,naive,adi,4,0.077523,1,MEDIUM
c,naive,adi,5,0.077417,1,MEDIUM
c,naive,atax,1,0.000317,1,MEDIUM
c,naive,atax,2,0.000336,1,MEDIUM
c,naive,atax,3,0.000318,1,MEDIUM
c,naive,atax,4,0.000326,1,MEDIUM
c,naive,atax,5,0.000339,1,MEDIUM
c,naive,bicg,1,0.000259,1,MEDIUM
c,naive,bicg,2,0.000248,1,MEDIUM
c,naive,bicg,3,0.000256,1,MEDIUM
c,naive,bicg,4,0.000238,1,MEDIUM
c,naive,bicg,5,0.000235,1,MEDIUM
c,naive,cholesky,1,0.014147,1,MEDIUM
c,naive,cholesky,2,0.014148,1,MEDIUM
c,naive,cholesky,3,0.014168,1,MEDIUM
c,naive,cholesky,4,0.014162,1,MEDIUM
c,naive,cholesky,5,0.014159,1,MEDIUM
c,naive,correlation,1,0.003465,1,MEDIUM
c,naive,correlation,2,0.003420,1,MEDIUM
c,naive,correlation,3,0.003427,1,MEDIUM
c,naive,correlation,4,0.003413,1,MEDIUM
c,naive,correlation,5,0.003429,1,MEDIUM
c,naive,covariance,1,0.011457,1,MEDIUM
c,naive,covariance,2,0.011438,1,MEDIUM
c,naive,covariance,3,0.011432,1,MEDIUM
c,naive,covariance,4,0.011421,1,MEDIUM
c,naive,covariance,5,0.011418,1,MEDIUM
c,naive,deriche,1,0.008155,1,MEDIUM
c,naive,deriche,2,0.008252,1,MEDIUM
c,naive,deriche,3,0.007950,1,MEDIUM
c,naive,deriche,4,0.008208,1,MEDIUM
c,naive,deriche,5,0.007916,1,MEDIUM
c,naive,doitgen,1,0.002535,1,MEDIUM
c,naive,doitgen,2,0.002545,1,MEDIUM
c,naive,doitgen,3,0.002526,1,MEDIUM
c,naive,doitgen,4,0.002540,1,MEDIUM
c,naive,doitgen,5,0.002529,1,MEDIUM
c,naive,durbin,1,0.000180,1,MEDIUM
c,naive,durbin,2,0.000168,1,MEDIUM
c,naive,durbin,3,0.000168,1,MEDIUM
c,naive,durbin,4,0.000168,1,MEDIUM
c,naive,durbin,5,0.000213,1,MEDIUM
c,naive,fdtd-2d,1,0.007397,1,MEDIUM
c,naive,fdtd-2d,2,0.007404,1,MEDIUM
c,naive,fdtd-2d,3,0.007569,1,MEDIUM
c,naive,fdtd-2d,4,0.007424,1,MEDIUM
c,naive,fdtd-2d,5,0.007497,1,MEDIUM
c,naive,floyd-warshall,1,0.055216,1,MEDIUM
c,naive,floyd-warshall,2,0.055182,1,MEDIUM
c,naive,floyd-warshall,3,0.054110,1,MEDIUM
c,naive,floyd-warshall,4,0.053847,1,MEDIUM
c,naive,floyd-warshall,5,0.055511,1,MEDIUM
c,naive,gemm,1,0.004025,1,MEDIUM
c,naive,gemm,2,0.004023,1,MEDIUM
c,naive,gemm,3,0.004008,1,MEDIUM
c,naive,gemm,4,0.004013,1,MEDIUM
c,naive,gemm,5,0.004018,1,MEDIUM
c,naive,gemver,1,0.000430,1,MEDIUM
c,naive,gemver,2,0.000427,1,MEDIUM
c,naive,gemver,3,0.000428,1,MEDIUM
c,naive,gemver,4,0.000435,1,MEDIUM
c,naive,gemver,5,0.000413,1,MEDIUM
c,naive,gesummv,1,0.000056,1,MEDIUM
c,naive,gesummv,2,0.000067,1,MEDIUM
c,naive,gesummv,3,0.000061,1,MEDIUM
c,naive,gesummv,4,0.000119,1,MEDIUM
c,naive,gesummv,5,0.000062,1,MEDIUM
c,naive,gramschmidt,1,0.004162,1,MEDIUM
c,naive,gramschmidt,2,0.004125,1,MEDIUM
c,naive,gramschmidt,3,0.004143,1,MEDIUM
c,naive,gramschmidt,4,0.004115,1,MEDIUM
c,naive,gramschmidt,5,0.004124,1,MEDIUM
c,naive,heat-3d,1,0.015809,1,MEDIUM
c,naive,heat-3d,2,0.015731,1,MEDIUM
c,naive,heat-3d,3,0.015588,1,MEDIUM
c,naive,heat-3d,4,0.015567,1,MEDIUM
c,naive,heat-3d,5,0.015574,1,MEDIUM
c,naive,jacobi-2d,1,0.010327,1,MEDIUM
c,naive,jacobi-2d,2,0.009982,1,MEDIUM
c,naive,jacobi-2d,3,0.010016,1,MEDIUM
c,naive,jacobi-2d,4,0.010033,1,MEDIUM
c,naive,jacobi-2d,5,0.009938,1,MEDIUM
c,naive,lu,1,0.021295,1,MEDIUM
c,naive,lu,2,0.021275,1,MEDIUM
c,naive,lu,3,0.021281,1,MEDIUM
c,naive,lu,4,0.021267,1,MEDIUM
c,naive,lu,5,0.021243,1,MEDIUM
c,naive,mvt,1,0.000236,1,MEDIUM
c,naive,mvt,2,0.000232,1,MEDIUM
c,naive,mvt,3,0.000230,1,MEDIUM
c,naive,mvt,4,0.000249,1,MEDIUM
c,naive,mvt,5,0.000232,1,MEDIUM
c,naive,nussinov,1,0.029986,1,MEDIUM
c,naive,nussinov,2,0.029955,1,MEDIUM
c,naive,nussinov,3,0.029894,1,MEDIUM
c,naive,nussinov,4,0.029960,1,MEDIUM
c,naive,nussinov,5,0.029930,1,MEDIUM
c,naive,symm,1,0.002804,1,MEDIUM
c,naive,symm,2,0.002607,1,MEDIUM
c,naive,symm,3,0.002619,1,MEDIUM
