framework,version,algorithm,run,time_s,repetition,dataset_size
c,naive,2mm,1,0.439138,1,LARGE
c,naive,2mm,2,0.440405,1,LARGE
c,naive,2mm,3,0.439055,1,LARGE
c,naive,2mm,4,0.440523,1,LARGE
c,naive,2mm,5,0.438328,1,LARGE
c,naive,3mm,1,0.929301,1,LARGE
c,naive,3mm,2,0.944045,1,LARGE
c,naive,3mm,3,0.910836,1,LARGE
c,naive,3mm,4,0.921922,1,LARGE
c,naive,3mm,5,0.924825,1,LARGE
c,naive,adi,1,10.275956,1,LARGE
c,naive,adi,2,10.275774,1,LARGE
c,naive,adi,3,10.277067,1,LARGE
c,naive,adi,4,10.271323,1,LARGE
c,naive,adi,5,10.260892,1,LARGE
c,naive,atax,1,0.008635,1,LARGE
c,naive,atax,2,0.008651,1,LARGE
c,naive,atax,3,0.008535,1,LARGE
c,naive,atax,4,0.008554,1,LARGE
c,naive,atax,5,0.008624,1,LARGE
c,naive,bicg,1,0.006106,1,LARGE
c,naive,bicg,2,0.006081,1,LARGE
c,naive,bicg,3,0.006099,1,LARGE
c,naive,bicg,4,0.006062,1,LARGE
c,naive,bicg,5,0.006222,1,LARGE
c,naive,cholesky,1,1.885315,1,LARGE
c,naive,cholesky,2,1.886347,1,LARGE
c,naive,cholesky,3,1.884893,1,LARGE
c,naive,cholesky,4,1.885660,1,LARGE
c,naive,cholesky,5,1.886693,1,LARGE
c,naive,correlation,1,0.429631,1,LARGE
c,naive,correlation,2,0.429936,1,LARGE
c,naive,correlation,3,0.424408,1,LARGE
c,naive,correlation,4,0.426100,1,LARGE
c,naive,correlation,5,0.431947,1,LARGE
c,naive,covariance,1,1.689886,1,LARGE
c,naive,covariance,2,1.687783,1,LARGE
c,naive,covariance,3,1.688046,1,LARGE
c,naive,covariance,4,1.689637,1,LARGE
c,naive,covariance,5,1.697621,1,LARGE
c,naive,deriche,1,0.136079,1,LARGE
c,naive,deriche,2,0.135522,1,LARGE
c,naive,deriche,3,0.135285,1,LARGE
c,naive,deriche,4,0.135798,1,LARGE
c,naive,deriche,5,0.135508,1,LARGE
c,naive,doitgen,1,0.143599,1,LARGE
c,naive,doitgen,2,0.143595,1,LARGE
c,naive,doitgen,3,0.143423,1,LARGE
c,naive,doitgen,4,0.143440,1,LARGE
c,naive,doitgen,5,0.143511,1,LARGE
c,naive,durbin,1,0.003928,1,LARGE
c,naive,durbin,2,0.003966,1,LARGE
c,naive,durbin,3,0.003908,1,LARGE
c,naive,durbin,4,0.003910,1,LARGE
c,naive,durbin,5,0.003916,1,LARGE
c,naive,fdtd-2d,1,1.166600,1,LARGE
c,naive,fdtd-2d,2,1.150400,1,LARGE
c,naive,fdtd-2d,3,1.155134,1,LARGE
c,naive,fdtd-2d,4,1.155936,1,LARGE
c,naive,fdtd-2d,5,1.157733,1,LARGE
c,naive,floyd-warshall,1,15.193449,1,LARGE
c,naive,floyd-warshall,2,14.739456,1,LARGE
c,naive,floyd-warshall,3,14.787177,1,LARGE
c,naive,floyd-warshall,4,14.806372,1,LARGE
c,naive,floyd-warshall,5,15.011020,1,LARGE
c,naive,gemm,1,0.339113,1,LARGE
c,naive,gemm,2,0.339279,1,LARGE
c,naive,gemm,3,0.338662,1,LARGE
c,naive,gemm,4,0.338751,1,LARGE
c,naive,gemm,5,0.339360,1,LARGE
c,naive,gemver,1,0.013421,1,LARGE
c,naive,gemver,2,0.013540,1,LARGE
c,naive,gemver,3,0.013519,1,LARGE
c,naive,gemver,4,0.013713,1,LARGE
c,naive,gemver,5,0.013617,1,LARGE
c,naive,gesummv,1,0.000935,1,LARGE
c,naive,gesummv,2,0.000914,1,LARGE
c,naive,gesummv,3,0.000978,1,LARGE
c,naive,gesummv,4,0.000924,1,LARGE
c,naive,gesummv,5,0.000962,1,LARGE
c,naive,gramschmidt,1,0.516185,1,LARGE
c,naive,gramschmidt,2,0.509299,1,LARGE
c,naive,gramschmidt,3,0.519428,1,LARGE
c,naive,gramschmidt,4,0.506529,1,LARGE
c,naive,gramschmidt,5,0.524083,1,LARGE
c,naive,heat-3d,1,1.609822,1,LARGE
c,naive,heat-3d,2,1.532357,1,LARGE
c,naive,heat-3d,3,1.424015,1,LARGE
c,naive,heat-3d,4,1.565964,1,LARGE
c,naive,heat-3d,5,1.448593,1,LARGE
c,naive,jacobi-2d,1,1.456897,1,LARGE
c,naive,jacobi-2d,2,1.461434,1,LARGE
c,naive,jacobi-2d,3,1.456276,1,LARGE
c,naive,jacobi-2d,4,1.459159,1,LARGE
c,naive,jacobi-2d,5,1.464816,1,LARGE
c,naive,lu,1,2.880455,1,LARGE
